Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Mouse	Aldosterone-regulated sodium reabsorption	10/38	0.0159990372935813	0.0415110156806434	0	0	2.502578648788035	10.34873011664904	PIK3CA;IRS1;PDPK1;PRKCB;INSR;MAPK1;KRAS;PIK3CB;SGK1;NR3C2
KEGG_2019_Mouse	Cysteine and methionine metabolism	12/50	0.0182949323716612	0.0467269423325703	0	0	2.213315303513702	8.855764865564693	LDHB;AHCYL2;GCLC;AHCYL1;MAT2A;MDH2;ADI1;AMD1;DNMT3A;MTR;BCAT1;BCAT2
KEGG_2019_Mouse	Morphine addiction	19/92	0.0183338350124321	0.0467269423325703	0	0	1.825689894778638	7.300946702783576	GABRB3;GABRB2;GABRB1;PRKCB;PDE1A;PDE3B;CACNA1B;CACNA1A;ADCY5;GNAO1;GABRR2;ADCY9;PDE10A;GRK5;GRK4;GNB1;ADORA1;PDE7B;PDE7A
KEGG_2019_Mouse	Gap junction	18/86	0.0187145021006804	0.0472787421490874	0	0	1.856562906852882	7.386254842907195	MAP3K2;GUCY1A2;PRKCB;ITPR1;ITPR2;PDGFA;EGFR;ADCY5;ADCY9;PLCB4;PDGFD;MAPK1;KRAS;GRB2;RAF1;PLCB1;SOS2;PRKG1
KEGG_2019_Mouse	Gastric cancer	28/150	0.0192018954949922	0.0474860389561172	0	0	1.6111939062758736	6.3686407212012135	RB1;CDKN1A;PIK3CB;FGF1;EGFR;LRP6;MAPK1;ABCB1B;TCF7L2;SMAD4;TCF7L1;SMAD3;JUP;TGFB3;CSNK1A1;FZD7;AXIN1;BRAF;TGFBR1;TGFBR2;PIK3CA;RPS6KB1;BCL2;CTNNB1;GRB2;KRAS;RAF1;SOS2
KEGG_2019_Mouse	Signaling pathways regulating pluripotency of stem cells	26/137	0.0192473824832885	0.0474860389561172	0	0	1.644084132578279	6.494757408397265	BMPR2;RIF1;PIK3CB;SMARCAD1;MAPK1;JAK2;JAK1;ACVR1;SMAD4;ZFHX3;SMAD3;SETDB1;FZD7;STAT3;AXIN1;MAPK14;MEIS1;PIK3CA;KAT6A;ID1;CTNNB1;GRB2;KRAS;IL6ST;RAF1;BMPR1A
KEGG_2019_Mouse	Fc epsilon RI signaling pathway	15/68	0.0192912033259226	0.0474860389561172	0	0	1.984317175271492	7.834294690834593	MAP2K4;PDPK1;PIK3CB;MAPK14;VAV2;MAPK9;MAPK8;PIK3CA;INPP5D;MAPK1;KRAS;GRB2;RAC1;RAF1;SOS2
KEGG_2019_Mouse	Chemokine signaling pathway	35/197	0.0200800822516791	0.049009014309183	0	0	1.5175105548552337	5.930472051149241	ROCK1;ROCK2;PXN;WASL;PIK3CB;FOXO3;ADCY5;RAP1B;GRK5;GRK4;MAPK1;RAC1;JAK2;CHUK;PRKCB;STAT1;STAT3;BRAF;RHOA;NFKB1;VAV2;NFKBIA;ADCY9;PLCB4;CXCL12;PIK3CA;GNB1;ELMO1;GRB2;KRAS;PLCB1;RAF1;DOCK2;SOS2;CRK
KEGG_2019_Mouse	JAK-STAT signaling pathway	30/164	0.0205531527874114	0.0495053428602549	0	0	1.571871737149272	6.106314473221118	CNTFR;CDKN1A;CSF3R;PDGFA;IL6RA;PIK3CB;EGFR;CCND2;EP300;STAT6;JAK2;SOCS7;JAK1;IL15RA;CREBBP;STAT1;STAT3;PTPN11;STAM;PIAS2;PIAS1;PIK3CA;BCL2;GRB2;IL6ST;RAF1;SOS2;IRF9;PTPN2;BCL2L1
KEGG_2019_Mouse	Human immunodeficiency virus 1 infection	41/238	0.0206272261917728	0.0495053428602549	0	0	1.4624320122718106	5.6759083757987705	CUL5;PXN;CUL1;ITPR1;ITPR2;PIK3CB;MAPK9;MAPK8;PPP3CC;AP1G1;MAPK1;RIPK1;RAC1;SKP1A;B2M;PAK2;MAP3K7;PDIA3;CHUK;PRKCB;AP1B1;NFATC3;NFATC2;MAPK14;NFKB1;RBX1;NFKBIA;GNAO1;PIK3CA;RPS6KB1;TRAF6;GNB1;BCL2;TAB2;KRAS;CALR;TAB1;CALM1;RAF1;CRK;BCL2L1
KEGG_2019_Mouse	Platelet activation	24/125	0.020906043342001	0.0497598386983165	0	0	1.6674880880585032	6.449372036635178	GUCY1A2;ARHGEF12;PPP1R12A;ROCK1;ROCK2;SNAP23;ITPR1;ITPR2;PIK3CB;MAPK14;ARHGAP35;RHOA;ADCY5;PPP1CB;RAP1B;PPP1CC;ADCY9;PLCB4;STIM1;PIK3CA;MAPK1;TLN1;PLCB1;PRKG1
KEGG_2019_Mouse	Cholinergic synapse	22/113	0.0226103940690313	0.053375356490828	0	0	1.696108003242223	6.427139337935873	CHRM3;CAMK2D;PRKCB;CACNA1B;ITPR1;CACNA1A;ITPR2;CACNA1D;CACNA1C;PIK3CB;ADCY5;GNAO1;ADCY9;CREB1;PLCB4;PIK3CA;GNB1;BCL2;MAPK1;KRAS;JAK2;PLCB1
KEGG_2019_Mouse	Renin secretion	16/76	0.0243714722534182	0.05706491064215	0	0	1.869668945181611	6.944589890375174	GUCY1A2;PDE1A;PDE3B;ITPR1;ITPR2;CACNA1D;CACNA1C;ADCY5;PPP3CC;CREB1;PLCB4;KCNMA1;ADORA1;PLCB1;CALM1;CTSB
KEGG_2019_Mouse	Influenza A	30/168	0.027793794498458	0.064553329157709	0	0	1.5259586138996817	5.46742197507587	NXT1;PIK3CB;NXF1;DNAJB1;MAPK9;MAPK8;EP300;TRIM25;MAPK1;JAK2;JAK1;IVNS1ABP;MAP2K4;HSPA8;CREBBP;PRKCB;DDX58;STAT1;IL18;MAPK14;NFKB1;NFKBIA;DDX39B;HNRNPUL1;PIK3CA;VDAC1;NUP98;RAF1;IRF9;HSPA1B
KEGG_2019_Mouse	Kaposi sarcoma-associated herpesvirus infection	37/216	0.0289294159153488	0.0666533742689636	0	0	1.4516213803821356	5.14294408982054	RB1;BECN1;CDKN1A;ITPR1;ITPR2;PIK3CB;GABARAP;MAPK9;MAPK8;PPP3CC;EP300;MAPK1;RAC1;JAK2;JAK1;MAP2K4;GABARAPL1;CREBBP;CHUK;STAT1;STAT3;NFATC3;NFATC2;MAPK14;NFKB1;NFKBIA;CDK6;CREB1;PIK3CA;MAPKAPK2;GNB1;CTNNB1;KRAS;CALM1;IL6ST;RAF1;IRF9
KEGG_2019_Mouse	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	15/72	0.0312405267926525	0.0714069183832058	0	0	1.844643763750212	6.393607394850447	RYR2;TCF7L2;TCF7L1;ITGB5;JUP;CACNA2D1;CACNA2D3;CACNA1D;CACNA1C;SLC8A1;CACNB2;SGCD;DAG1;CTNNB1;ITGAV
KEGG_2019_Mouse	Measles	26/144	0.0340464440804034	0.0772076842138282	0	0	1.5459310401456108	5.225292805315746	CBLB;PIK3CB;RCHY1;BBC3;MAPK9;MAPK8;CCND2;MAP3K7;JAK1;HSPA8;CSNK2A1;CHUK;DDX58;STAT1;STAT3;NFKB1;NFKBIA;CDK6;PIK3CA;TRAF6;BCL2;EIF3H;TAB2;IRF9;HSPA1B;BCL2L1
KEGG_2019_Mouse	Relaxin signaling pathway	24/131	0.0347930729654261	0.0782844141722087	0	0	1.5734412051890083	5.284145761220241	MAP2K4;SMAD3;PIK3CB;MAPK14;NFKB1;TGFBR1;EGFR;TGFBR2;ADCY5;NFKBIA;GNAO1;MAPK9;MAPK8;ADCY9;CREB1;PLCB4;PIK3CA;GNB1;MAPK1;GRB2;KRAS;RAF1;PLCB1;SOS2
KEGG_2019_Mouse	Thyroid cancer	9/37	0.0353508136829639	0.0789227468270823	0	0	2.251417688165884	7.525214734188707	TCF7L2;CDKN1A;TCF7L1;TPM3;TPR;MAPK1;CTNNB1;BRAF;KRAS
KEGG_2019_Mouse	Leishmaniasis	14/67	0.035780729338188	0.0792680773030628	0	0	1.851285277864112	6.165420181479712	PRKCB;TGFB3;STAT1;CYBA;MAPK14;NFKB1;NFKBIA;TRAF6;MAPK1;TAB2;TAB1;JAK2;MAP3K7;JAK1
KEGG_2019_Mouse	Endocrine and other factor-regulated calcium reabsorption	12/55	0.0368676030060642	0.0810524401965382	0	0	1.9553929028222528	6.453621913290208	ADCY9;PLCB4;PRKCB;AP2S1;CLTA;AP2B1;ATP2B1;PLCB1;AP2A2;SLC8A1;RAB11A;DNM2
KEGG_2019_Mouse	Citrate cycle (TCA cycle)	8/32	0.0396225019903743	0.0864490952517257	0	0	2.33440213760855	7.536286026318487	CS;MDH2;DLST;OGDHL;SDHC;SUCLG1;DLAT;ACO2
KEGG_2019_Mouse	Tight junction	29/167	0.0416280861446137	0.0893845793625264	0	0	1.4744970885616209	4.687397037430027	PATJ;ROCK1;ROCK2;PRKAG1;PRKAG2;ARHGAP17;CACNA1D;WASL;PPP2CA;MAPK9;STK11;MAPK8;SYMPK;RAC1;JAM3;ACTR3;MAP3K1;PRKCE;MPP5;RHOA;RUNX1;MYL6;PPP2R2C;PPP2R2B;NEDD4;RAPGEF2;AMOTL2;NF2;RAPGEF6
KEGG_2019_Mouse	Regulation of lipolysis in adipocytes	12/56	0.0417729943099518	0.0893845793625264	0	0	1.9108426699755483	6.067890868107206	ADCY9;PIK3CA;IRS1;INSR;PDE3B;ADORA1;IRS2;PIK3CB;ABHD5;PRKG1;ADCY5;PNPLA2
KEGG_2019_Mouse	Hedgehog signaling pathway	10/44	0.0421102796082307	0.0893845793625264	0	0	2.060239258158137	6.525732439034932	CSNK1G3;CCND2;CSNK1A1;CUL3;CUL1;SPOP;BCL2;CSNK1E;GLI2;CSNK1G1
KEGG_2019_Mouse	Parathyroid hormone synthesis, secretion and action	20/107	0.0422093846989708	0.0893845793625264	0	0	1.6118803264497432	5.101782886376308	ARHGEF11;MEF2C;CDKN1A;PRKCB;ITPR1;ITPR2;BRAF;RHOA;EGFR;LRP6;ADCY5;ADCY9;CREB1;PLCB4;MMP16;BCL2;MAPK1;RAF1;PLCB1;MEF2D
KEGG_2019_Mouse	Phospholipase D signaling pathway	26/149	0.0489875771347217	0.102981184049634	0	0	1.4826616251628806	4.471987003815764	DGKB;PDGFA;PIK3CB;EGFR;ADCY5;CYTH4;PDGFD;PIP5K1A;MAPK1;PIP5K1B;PIP5K1C;RALGDS;CYTH1;INSR;TSC1;PTPN11;RHOA;DNM2;ADCY9;PLCB4;PIK3CA;GRB2;KRAS;RAF1;PLCB1;SOS2
KEGG_2019_Mouse	Human papillomavirus infection	56/360	0.0496883843718694	0.1036974978195537	0	0	1.2942916137913234	3.885442829894028	RB1;PATJ;CDKN1A;ITGB5;CHD4;PIK3CB;CCND2;PPP2R5E;EP300;TNR;ITGAV;ATP6V1E1;JAK1;ATP6V1G1;ATP6V0B;CHUK;AXIN1;PPP2R5A;TSC1;RBL2;CREB1;PKM;PIK3CA;NFX1;MAML3;RAF1;SOS2;IRF9;ATP6V0E;HDAC1;PXN;UBR4;EGFR;PPP2CA;PPP2R3C;ATP6V0A2;ATP6V1H;MAPK1;ATP6V0A1;TCF7L2;CREBBP;TCF7L1;CSNK1A1;STAT1;FZD7;PPP2R3A;MPP5;NFKB1;CDK6;RPS6KB1;PPP2R2C;PPP2R2B;MDM2;CTNNB1;GRB2;KRAS
KEGG_2019_Mouse	Mucin type O-glycan biosynthesis	7/28	0.0526697426038463	0.1088387116782325	0	0	2.3338675213675213	6.870238805934807	GALNT7;GALNT6;GALNT13;GALNT16;GALNT1;GALNT10;ST3GAL2
KEGG_2019_Mouse	VEGF signaling pathway	12/58	0.0529077070658075	0.1088387116782325	0	0	1.8275531042186652	5.371555523496792	PPP3CC;PIK3CA;PRKCB;MAPKAPK2;PXN;MAPK1;NFATC2;KRAS;PIK3CB;RAC1;RAF1;MAPK14
KEGG_2019_Mouse	HIF-1 signaling pathway	19/104	0.0569740946048885	0.1163726187674318	0	0	1.566865586814436	4.489318403382652	CREBBP;CDKN1A;CAMK2D;PRKCB;INSR;STAT3;ARNT;IL6RA;PIK3CB;NFKB1;HK2;EGFR;RBX1;PIK3CA;RPS6KB1;MKNK2;BCL2;EP300;MAPK1
KEGG_2019_Mouse	IL-17 signaling pathway	17/91	0.057959392084288	0.1175514431005278	0	0	1.6100487051814485	4.585439079671749	HSP90AA1;CEBPB;HSP90AB1;CHUK;MAPK14;ELAVL1;NFKB1;HSP90B1;NFKBIA;MAPK9;MAPK8;TRAF6;MAPK1;ANAPC5;TAB2;MAPK6;MAP3K7
KEGG_2019_Mouse	Cushing syndrome	27/159	0.0604757156454373	0.1215420664823067	0	0	1.4345443530621236	4.0246333893660085	RB1;CDKN1A;CAMK2D;KMT2A;ITPR1;ITPR2;CACNA1D;CACNA1C;EGFR;ADCY5;RAP1B;MAPK1;USP8;TCF7L2;TCF7L1;FZD7;AXIN1;ARNT;BRAF;PBX1;ADCY9;NCEH1;CDK6;CREB1;PLCB4;CTNNB1;PLCB1
KEGG_2019_Mouse	Melanoma	14/72	0.0607710332411533	0.1215420664823067	0	0	1.6912068272814176	4.736464922739551	RB1;CDKN1A;PDGFA;BRAF;PIK3CB;FGF1;EGFR;CDK6;PIK3CA;PDGFD;MDM2;MAPK1;KRAS;RAF1
KEGG_2019_Mouse	Fatty acid elongation	7/29	0.0622203813048231	0.1235825504537177	0	0	2.227655157342657	6.186360231580666	ELOVL1;HADHA;ECHS1;ACAA2;ACOT7;HACD3;HACD2
KEGG_2019_Mouse	Bladder cancer	9/41	0.0633575759937998	0.1249793279877695	0	0	1.9695393945469128	5.43388196368173	RB1;CDKN1A;RASSF1;MDM2;MAPK1;BRAF;KRAS;RAF1;EGFR
KEGG_2019_Mouse	Hypertrophic cardiomyopathy (HCM)	16/86	0.0664512323812809	0.130190169563326	0	0	1.6016543167327244	4.342544444167157	RYR2;ITGB5;TPM3;TGFB3;CACNA2D1;TPM1;PRKAG1;CACNA2D3;PRKAG2;CACNA1D;CACNA1C;SLC8A1;CACNB2;SGCD;DAG1;ITGAV
KEGG_2019_Mouse	Melanogenesis	18/100	0.0705123313425543	0.1372131853152409	0	0	1.538352063601119	4.079659940515453	TCF7L2;CREBBP;CAMK2D;TCF7L1;PRKCB;FZD7;ADCY5;GNAO1;ADCY9;CREB1;PLCB4;EP300;MAPK1;CTNNB1;KRAS;RAF1;CALM1;PLCB1
KEGG_2019_Mouse	Th1 and Th2 cell differentiation	16/87	0.0723810256325029	0.1399042643098043	0	0	1.5790051932018323	4.146169348799774	CHUK;STAT1;NFATC3;NFATC2;MAPK14;NFKB1;NFKBIA;MAPK9;MAPK8;PPP3CC;MAF;MAPK1;STAT6;MAML3;JAK2;JAK1
KEGG_2019_Mouse	Cholesterol metabolism	10/49	0.0789798653664851	0.1512147716683959	0	0	1.7955917594906765	4.558221596712277	ABCA1;STARD3;NCEH1;LRP1;VAPA;SORT1;VDAC3;VDAC1;APOE;LIPA
KEGG_2019_Mouse	One carbon pool by folate	5/19	0.0792827448678048	0.1512147716683959	0	0	2.499571085439781	6.335749733127445	ALDH1L1;MTHFD1;AMT;MTR;GART
KEGG_2019_Mouse	Aldosterone synthesis and secretion	18/102	0.0822055113105898	0.1547397859964044	0	0	1.50155217016384	3.751677545660049	ATF1;CAMK2D;CAMK1D;PRKCB;PRKCE;ITPR1;ITPR2;CACNA1D;ATP2B2;CACNA1C;ATP2B1;ADCY5;ADCY9;CREB1;PLCB4;CAMK1;CALM1;PLCB1
KEGG_2019_Mouse	NF-kappa B signaling pathway	18/102	0.0822055113105898	0.1547397859964044	0	0	1.50155217016384	3.751677545660049	CSNK2A1;CHUK;PRKCB;DDX58;XIAP;NFKB1;NFKBIA;CXCL12;TRAF6;BCL2;BLNK;TRIM25;RIPK1;TAB2;TAB1;MAP3K7;MAP3K14;BCL2L1
KEGG_2019_Mouse	TNF signaling pathway	19/110	0.0896443624545759	0.1676465999150511	0	0	1.4630514413123108	3.528741035132898	MAP2K4;CEBPB;MLKL;CHUK;PIK3CB;MAPK14;NFKB1;NFKBIA;MAPK9;MAPK8;ITCH;CREB1;PIK3CA;MAPK1;RIPK1;TAB2;TAB1;MAP3K7;MAP3K14
KEGG_2019_Mouse	Dilated cardiomyopathy (DCM)	16/90	0.0922276858273413	0.1713649904404794	0	0	1.5147306534520044	3.610352807630943	RYR2;ITGB5;TPM3;TGFB3;CACNA2D1;TPM1;CACNA2D3;CACNA1D;CACNA1C;SLC8A1;ADCY5;CACNB2;SGCD;ADCY9;DAG1;ITGAV
KEGG_2019_Mouse	Biosynthesis of unsaturated fatty acids	7/32	0.0967873716091883	0.1786843783554246	0	0	1.96	4.577067953513951	ELOVL1;ACOT7;ACOX1;HSD17B4;ACAA1A;HACD3;HACD2
KEGG_2019_Mouse	Toll-like receptor signaling pathway	17/99	0.1083685813339671	0.1987907734024365	0	0	1.452303632046779	3.227333924979454	MAP2K4;CHUK;STAT1;PIK3CB;MAPK14;NFKB1;NFKBIA;MAPK9;MAPK8;PIK3CA;TRAF6;MAPK1;RIPK1;TAB2;TAB1;RAC1;MAP3K7
KEGG_2019_Mouse	Serotonergic synapse	21/132	0.14708544606273	0.268105116873837	0	0	1.3252390182285427	2.540140750006237	GABRB3;GABRB2;GABRB1;KCND2;PRKCB;CACNA1B;ITPR1;CACNA1A;ITPR2;CACNA1D;BRAF;CACNA1C;ADCY5;GNAO1;CYP2J12;PLCB4;GNB1;MAPK1;KRAS;RAF1;PLCB1
KEGG_2019_Mouse	Pertussis	13/76	0.1496719724633272	0.2711039501222531	0	0	1.4447759291132785	2.7440762571276083	C1QB;C1QA;NOD1;MAPK14;RHOA;NFKB1;C4B;MAPK9;MAPK8;TRAF6;MAPK1;CALM1;C1QC
KEGG_2019_Mouse	Breast cancer	23/147	0.1523472035803709	0.2742249664446677	0	0	1.299359391259105	2.444865702631217	RB1;NCOA1;TCF7L2;CDKN1A;TCF7L1;CSNK1A1;FZD7;NCOA3;AXIN1;BRAF;PIK3CB;FGF1;EGFR;LRP6;CDK6;PIK3CA;RPS6KB1;MAPK1;CTNNB1;GRB2;KRAS;RAF1;SOS2
KEGG_2019_Mouse	Selenocompound metabolism	4/17	0.1546635059951684	0.2766651535814192	0	0	2.1527380182842366	4.018092940245508	TXNRD1;MTR;SCLY;PSTK
KEGG_2019_Mouse	Pancreatic secretion	17/105	0.1596849690322782	0.2838843893907167	0	0	1.3528166825129817	2.481813021607321	CHRM3;RYR2;PRKCB;ITPR1;PLA2G3;ITPR2;ATP2B2;ATP2B1;RHOA;RAB11A;ADCY5;RAP1B;ADCY9;PLCB4;KCNMA1;RAC1;PLCB1
KEGG_2019_Mouse	Basal transcription factors	8/43	0.1624941320257394	0.2853555489232497	0	0	1.5997251646149442	2.906882014502481	GTF2A1;GTF2A2;CDK7;TAF15;GTF2H2;TAF3;GTF2I;TAF1
KEGG_2019_Mouse	Nucleotide excision repair	8/43	0.1624941320257394	0.2853555489232497	0	0	1.5997251646149442	2.906882014502481	CDK7;RFC2;XPA;ERCC5;GTF2H2;ERCC6;RAD23B;RBX1
KEGG_2019_Mouse	Inflammatory mediator regulation of TRP channels	20/127	0.1651584039411126	0.288276486879033	0	0	1.3090887191782627	2.357472736370642	CAMK2D;PRKCB;PRKCE;ITPR1;ITPR2;PIK3CB;MAPK14;ADCY5;PPP1CB;PPP1CC;MAPK9;HRH1;MAPK8;ADCY9;CYP2J12;PLCB4;PIK3CA;ASIC2;CALM1;PLCB1
KEGG_2019_Mouse	Small cell lung cancer	15/92	0.1712819911066609	0.2971639363778213	0	0	1.3639495552678833	2.4066126226043787	RB1;CDKN1A;CHUK;MAX;XIAP;PIK3CB;NFKB1;NFKBIA;CDK6;PIK3CA;TRAF6;BCL2;ITGAV;SKP2;BCL2L1
KEGG_2019_Mouse	Mineral absorption	8/44	0.1782441892318146	0.307391176639297	0	0	1.5551992874638163	2.682097965177942	FTL1;FTH1;SLC11A2;TRPM7;MT1;ATP2B1;SLC8A1;HMOX2
KEGG_2019_Mouse	Pantothenate and CoA biosynthesis	4/18	0.1803275015198026	0.309132859748233	0	0	1.9988566855313556	3.424002781270168	PANK2;BCAT1;PPCDC;BCAT2
KEGG_2019_Mouse	Insulin secretion	14/86	0.1831411757591058	0.3103766827655234	0	0	1.361267354135976	2.310748572071991	SNAP25;CHRM3;RYR2;CAMK2D;RAB3A;PRKCB;CACNA1D;CACNA1C;ADCY5;ADCY9;CREB1;PLCB4;KCNMA1;PLCB1
KEGG_2019_Mouse	Legionellosis	10/58	0.183265124875419	0.3103766827655234	0	0	1.4581661986896644	2.4742476176693486	CLK1;NFKBIA;NAIP2;RAB1A;BCL2L13;HSPA8;VCP;IL18;NFKB1;HSPA1B
KEGG_2019_Mouse	Glyoxylate and dicarboxylate metabolism	6/31	0.1842861553920295	0.3103766827655234	0	0	1.6793271926311577	2.840188206385834	CS;MDH2;CAT;PCCB;AMT;ACO2
KEGG_2019_Mouse	Non-homologous end-joining	3/13	0.216396038672227	0.3623375531255894	0	0	2.09844	3.211966773034085	RAD50;DCLRE1C;PRKDC
KEGG_2019_Mouse	Antigen processing and presentation	14/90	0.2315508293318339	0.3854719008529952	0	0	1.2893256645027595	1.886226542016617	PDIA3;CD74;HSPA8;HSP90AA1;HSP90AB1;HSPA5;NFYC;CTSS;CREB1;CTSL;CALR;B2M;HSPA1B;CTSB
KEGG_2019_Mouse	Cortisol synthesis and secretion	11/69	0.2406619587720365	0.3983370352088881	0	0	1.3272056788620137	1.8904213229951332	ADCY9;CREB1;PLCB4;NCEH1;ITPR1;ITPR2;CACNA1D;CACNA1C;PLCB1;PBX1;ADCY5
KEGG_2019_Mouse	Collecting duct acid secretion	5/27	0.2435725686724683	0.4008508558724051	0	0	1.5899082902685786	2.2454916431719805	ATP6V1G1;ATP6V0A2;ATP6V1E1;ATP6V0A1;ATP6V0E
KEGG_2019_Mouse	Prion diseases	6/34	0.2470085012442159	0.4021467911069883	0	0	1.49914182733566	2.09629877668193	C1QB;C1QA;STIP1;HSPA5;MAPK1;C1QC
KEGG_2019_Mouse	ABC transporters	8/48	0.2471527153678365	0.4021467911069883	0	0	1.3993587174348698	1.9559520416278129	ABCD4;ABCA1;ABCA2;ABCC1;ABCC5;ABCA4;ABCA9;ABCB1B
KEGG_2019_Mouse	Glycosaminoglycan degradation	4/21	0.2640849505843599	0.4271735040967395	0	0	1.6458348045100393	2.1914034413767234	HGSNAT;HEXB;GNS;ARSB
KEGG_2019_Mouse	MicroRNAs in cancer	39/281	0.2679426539381768	0.4271735040967395	0	0	1.1285570060105183	1.4862896005657704	CDKN1A;BMPR2;ROCK1;IRS1;PDGFA;IRS2;EGFR;RASSF1;CCND2;ERBB3;ABL1;EP300;TNR;ABCB1B;CREBBP;ABCC1;PRKCB;PRKCE;STAT3;TPM1;DNMT3A;DICER1;SIRT1;RHOA;NFKB1;HNRNPK;ZEB1;CDK6;MMP16;DDIT4;MDM2;BCL2;GRB2;MDM4;KRAS;ZFPM2;RAF1;SOS2;CRK
KEGG_2019_Mouse	Leukocyte transendothelial migration	17/115	0.2682399389147582	0.4271735040967395	0	0	1.2140763787413598	1.5975708178784471	ROCK1;PRKCB;ROCK2;PXN;CYBA;PTPN11;PIK3CB;MAPK14;ARHGAP35;RHOA;VAV2;RAP1B;CXCL12;PIK3CA;CTNNB1;RAC1;JAM3
KEGG_2019_Mouse	Protein export	5/28	0.2684666813941314	0.4271735040967395	0	0	1.5206948167229437	1.999756969618485	SRP19;OXA1L;SRP72;HSPA5;SEC63
KEGG_2019_Mouse	p53 signaling pathway	11/71	0.2710911969211153	0.4289794764466	0	0	1.282818352059925	1.6744627881557574	CDKN1A;CCND2;CDK6;SESN1;SIAH1A;BCL2;MDM2;MDM4;RCHY1;BBC3;BCL2L1
KEGG_2019_Mouse	Central carbon metabolism in cancer	10/64	0.2756427874256103	0.4337984851288293	0	0	1.2957020397854735	1.6697057857001505	PKM;PIK3CA;NTRK3;MAPK1;KRAS;PIK3CB;RAF1;HK2;EGFR;PFKP
KEGG_2019_Mouse	Necroptosis	25/176	0.2792870913912946	0.4371450126124611	0	0	1.1589403973509933	1.478245889688948	CAMK2D;HSP90AB1;XIAP;MAPK9;FTL1;MAPK8;H2AFJ;FTH1;TRPM7;RIPK1;STAT6;JAK2;JAK1;HSP90AA1;MLKL;STAT1;STAT3;H2AFV;GLUD1;VDAC3;BCL2;VDAC1;PPIA;SQSTM1;IRF9
KEGG_2019_Mouse	Fatty acid degradation	8/50	0.2844445727988625	0.4428110106274184	0	0	1.3325699017081782	1.6753293576820618	HADHA;ACAA2;ECHS1;ACOX1;ECI2;ACAA1A;CPT1C;ACADSB
KEGG_2019_Mouse	Thyroid hormone synthesis	11/73	0.3026504538391525	0.4686200575573975	0	0	1.241294723761197	1.4835666025433276	GPX1;ADCY9;CREB1;PLCB4;HSPA5;PRKCB;ITPR1;ITPR2;PLCB1;ADCY5;HSP90B1
KEGG_2019_Mouse	Gastric acid secretion	11/74	0.3187757358224446	0.49094872682815	0	0	1.2215215674284696	1.3965258425468343	CHRM3;CAMK2D;ADCY9;PLCB4;KCNJ10;PRKCB;ITPR1;ITPR2;PLCB1;CALM1;ADCY5
KEGG_2019_Mouse	Glycosphingolipid biosynthesis	7/45	0.3303878591614572	0.5061260821196791	0	0	1.288514254385965	1.427014053803216	HEXB;ST3GAL6;B3GALT5;A4GALT;ST6GALNAC3;ST3GAL2;ST3GAL3
KEGG_2019_Mouse	Glycosaminoglycan biosynthesis	8/53	0.3426944611981292	0.5222010837304826	0	0	1.243518147405923	1.3317034958648146	EXT1;CHST11;NDST4;NDST3;ST3GAL2;HS2ST1;HS6ST3;ST3GAL3
KEGG_2019_Mouse	beta-Alanine metabolism	5/32	0.371853665686851	0.5636518721990164	0	0	1.2951101622038372	1.2811940402098914	HADHA;ALDH6A1;ECHS1;SMOX;ABAT
KEGG_2019_Mouse	Cardiac muscle contraction	11/78	0.3848327146848517	0.5802713184776821	0	0	1.1483313768237464	1.0965950824574342	COX8A;RYR2;CACNB2;TPM3;CACNA2D1;TPM1;CACNA2D3;CACNA1D;CACNA1C;COX6A1;SLC8A1
KEGG_2019_Mouse	SNARE interactions in vesicular transport	5/33	0.3980030860762012	0.5970046291143019	0	0	1.2487847420793778	1.1504997880316896	STX8;GOSR1;SNAP23;STX5A;VAMP4
KEGG_2019_Mouse	Phagosome	24/180	0.402646623139043	0.6008405568085202	0	0	1.0761783597604493	0.9789951140416878	DYNC2H1;STX12;DYNC1H1;ATP6V1G1;RAB5B;RAB7;ATP6V0B;ITGB5;CYBA;CTSS;EEA1;MRC2;DYNC1LI1;DYNC1LI2;CTSL;ATP6V0A2;ATP6V1H;ITGAV;CALR;RAC1;ATP6V1E1;DYNC1I1;ATP6V0A1;ATP6V0E
KEGG_2019_Mouse	Taurine and hypotaurine metabolism	2/11	0.4087251780582611	0.6067672746431918	0	0	1.553867341952108	1.3902642002253804	GGT7;CSAD
KEGG_2019_Mouse	Notch signaling pathway	7/49	0.4161792353662208	0.6146647168485724	0	0	1.165531517094017	1.0217506834656336	APH1A;KAT2B;CREBBP;HDAC1;NUMB;EP300;MAML3
KEGG_2019_Mouse	Purine metabolism	18/136	0.437894764745899	0.643437205340913	0	0	1.066814445998022	0.8809504707075211	GUCY1A2;PDE1A;PDE3B;AK3;HPRT;AK6;NT5C2;NT5C3;ADCY5;ADCY9;PKM;PDE10A;ADSSL1;ENPP4;PDE7B;PDE7A;GART;ADSS
KEGG_2019_Mouse	Butanoate metabolism	4/27	0.4425363263551278	0.6469566598491209	0	0	1.2160690363101765	0.9913792735852264	HMGCL;HADHA;ECHS1;ABAT
